N,X,Y,Slice
1,2334,30,1
2,2630,75,1
3,2521,99,1
4,3043,138,1
5,2546,142,1
6,2732,140,1
7,2922,196,1
8,2701,214,1
9,3061,266,1
10,2889,296,1
11,2738,321,1
12,3474,348,1
13,1780,354,1
14,1975,376,1
15,2284,397,1
16,2135,419,1
17,2982,457,1
18,3661,481,1
19,1845,479,1
20,2250,499,1
21,3063,511,1
22,2627,519,1
23,2697,568,1
24,2092,575,1
25,2747,582,1
26,3028,584,1
27,2850,591,1
28,2369,612,1
29,3256,614,1
30,1906,627,1
31,2458,627,1
32,2194,640,1
33,2465,669,1
34,3353,676,1
35,3001,696,1
36,3605,717,1
37,3126,728,1
38,3225,754,1
39,3713,771,1
40,3630,775,1
41,2803,789,1
42,2760,861,1
43,2995,865,1
44,2033,868,1
45,2000,881,1
46,3857,895,1
47,3199,914,1
48,2594,925,1
49,2106,951,1
50,1964,956,1
51,3331,974,1
52,2373,984,1
53,3700,988,1
54,3000,990,1
55,2797,998,1
56,3408,1000,1
57,3637,1014,1
58,1771,1017,1
59,2645,1018,1
60,3208,1046,1
61,3742,1053,1
62,2816,1058,1
63,2028,1058,1
64,3799,1072,1
65,2882,1071,1
66,3458,1080,1
67,3104,1090,1
68,1892,1121,1
69,3219,1167,1
70,3363,1236,1
71,2314,1234,1
72,2474,1259,1
73,3287,1287,1
74,3667,1298,1
75,2371,1305,1
76,2492,1357,1
77,3811,1367,1
78,2123,1487,1
79,2545,1489,1
80,2052,1493,1
81,1816,1493,1
82,3276,1516,1
83,3778,1541,1
84,3136,1544,1
85,3143,1565,1
86,2986,1568,1
87,3243,1581,1
88,3611,1617,1
89,2187,1615,1
90,3275,1695,1
91,2011,1706,1
92,3655,1731,1
93,3795,1733,1
94,2997,1816,1
95,2627,1834,1
96,2760,1838,1
97,3042,1879,1
98,3685,1884,1
99,3674,2003,1
100,2448,2044,1
101,2187,2064,1
102,3357,2153,1
103,2095,2178,1
104,3736,2185,1
105,3432,2189,1
106,3357,2198,1
107,3469,2204,1
108,3515,2212,1
109,2066,2229,1
110,3082,2256,1
111,2055,2276,1
112,3320,2311,1
113,2656,2326,1
114,3165,2351,1
115,3445,2376,1
116,3268,2400,1
117,3607,2418,1
118,2853,2424,1
119,3409,2448,1
120,3219,2475,1
121,3565,2478,1
122,2341,2509,1
123,3785,2516,1
124,3230,2521,1
125,2962,2540,1
126,2697,2541,1
127,2294,2544,1
128,2709,2570,1
129,2704,2676,1
130,2491,2678,1
131,2029,2755,1
132,3630,2784,1
133,3610,2806,1
134,3582,2866,1
135,2041,2886,1
136,3758,2888,1
137,3850,2937,1
138,3696,2957,1
139,3508,2988,1
140,2239,2992,1
141,3365,3002,1
142,2816,3079,1
143,3030,3097,1
144,2549,3105,1
145,2826,3142,1
146,2472,3149,1
147,2945,3163,1
148,2490,3165,1
149,3180,3187,1
150,3533,3199,1
151,3872,3208,1
152,3653,3256,1
153,3305,3280,1
154,2902,3298,1
155,3190,3351,1
156,3109,3406,1
157,3201,3410,1
158,3045,3422,1
159,2928,3539,1
160,3829,3540,1
161,3014,3548,1
162,2664,3579,1
163,3684,3579,1
164,3371,3588,1
165,3616,3627,1
166,3428,3638,1
167,3001,3646,1
168,2383,3663,1
169,3562,3696,1
170,3245,3700,1
171,3038,3702,1
172,2717,3756,1
173,2849,3756,1
174,3632,3797,1
175,2960,3903,1
176,3303,3918,1
177,3118,3925,1
178,2910,3939,1
179,3480,3982,1
180,3365,4020,1
181,2597,4042,1
182,2862,4046,1
183,2713,4103,1
184,2906,4166,1
185,2914,4244,1
242,1707,261,3
243,1694,289,3
244,1665,311,3
245,1390,556,3
246,1417,572,3
247,1661,576,3
248,1392,587,3
249,1528,640,3
250,1245,748,3
251,1458,776,3
252,1616,792,3
253,1628,836,3
254,1314,974,3
255,1255,1067,3
256,1258,1120,3
257,972,1197,3
258,1436,1261,3
259,984,1266,3
260,977,1278,3
261,961,1337,3
262,815,1474,3
263,1001,1499,3
264,791,1540,3
265,568,1542,3
266,1578,1646,3
267,576,1661,3
268,536,1669,3
269,496,1675,3
270,1495,1770,3
271,1705,1839,3
272,1277,1860,3
273,738,1866,3
274,1581,1868,3
275,656,1898,3
276,657,1959,3
277,1117,1964,3
278,350,1994,3
279,1113,2010,3
280,1235,2016,3
281,780,2078,3
282,408,2090,3
283,630,2097,3
284,1155,2116,3
285,467,2120,3
286,642,2125,3
287,1251,2212,3
288,623,2241,3
289,625,2268,3
290,1826,2292,3
291,699,2384,3
292,585,2388,3
293,1723,2406,3
294,1162,2502,3
295,1408,2505,3
296,1184,2520,3
297,1812,2578,3
298,737,2596,3
299,1053,2615,3
300,996,2702,3
301,541,2707,3
302,1584,2740,3
303,870,2763,3
304,1012,2771,3
305,1412,2851,3
306,1526,2963,3
307,1942,2975,3
308,685,3022,3
309,553,3023,3
310,844,3034,3
311,792,3033,3
312,1561,3104,3
313,21,3173,3
314,563,3182,3
315,258,3188,3
316,151,3219,3
317,679,3234,3
318,493,3254,3
319,1404,3273,3
320,957,3275,3
321,198,3334,3
322,220,3341,3
323,1377,3347,3
324,529,3399,3
325,357,3406,3
326,2170,3425,3
327,1218,3451,3
328,1606,3451,3
329,349,3452,3
330,1095,3477,3
331,1693,3506,3
332,379,3529,3
333,600,3579,3
334,95,3615,3
335,1562,3615,3
336,376,3619,3
337,465,3628,3
338,555,3640,3
339,1998,3653,3
340,374,3741,3
341,1553,3745,3
342,2023,3773,3
343,559,3790,3
344,335,3801,3
345,481,3812,3
346,517,3823,3
347,1178,3847,3
348,822,3943,3
349,2135,3943,3
350,881,3964,3
351,979,3979,3
352,659,3999,3
353,2242,4014,3
354,2171,4022,3
355,742,4044,3
356,846,4048,3
357,1630,4044,3
358,1947,4074,3
359,1950,4109,3
360,1854,4117,3
361,1540,4122,3
362,2632,4185,3
363,1222,4223,3
364,1657,4235,3
365,1695,4257,3
366,2274,4256,3
367,750,4270,3
368,1638,4315,3
369,2030,4319,3
370,1330,4333,3
371,2452,4368,3
372,803,4375,3
373,2120,4396,3
374,1901,4403,3
375,2005,4413,3
376,1402,4417,3
377,1579,4418,3
378,1676,4449,3
379,1861,4459,3
380,1089,4485,3
381,1980,4495,3
382,2527,4512,3
383,2443,4570,3
384,2398,4580,3
385,1991,4597,3
386,1108,4619,3
387,1447,4642,3
388,1818,4721,3
389,1346,4725,3
390,1263,4729,3
391,1588,4730,3
392,1484,4756,3
393,1150,4796,3
394,1826,4811,3
395,1741,4853,3
396,1754,4989,3